time,type,orderID,size,price,direction,askPrice,askSize,bidPrice,bidSize
34211.96704,4,17063006,100,2240700,-1,2241000,1100,2239200,364
34211.96797,4,16681306,100,2241000,-1,2241000,1000,2239200,364
34211.97017,4,16681306,100,2241000,-1,2241000,900,2239200,364
34212.16169,1,17084297,100,2239300,1,2241000,900,2239300,100
34212.1651,3,16681306,900,2241000,-1,2242400,20,2239300,100
34212.16532,5,0,317,2239500,1,2242400,20,2239300,100
34212.16532,5,0,100,2239400,1,2242400,20,2239300,100
34212.16532,4,17084297,100,2239300,1,2242400,20,2239200,364
34212.16532,5,0,112,2239300,1,2242400,20,2239200,364
34212.16532,5,0,203,2239300,1,2242400,20,2239200,364
34212.37438,1,17094470,100,2240900,1,2242400,20,2240900,100
34212.37604,1,17094575,100,2240900,1,2242400,20,2240900,200
34212.37613,3,17094470,100,2240900,1,2242400,20,2240900,100
34212.37613,1,17094576,100,2241300,1,2242400,20,2241300,100
34212.37645,4,17094576,100,2241300,1,2242400,20,2240900,100
34212.37748,3,17094575,100,2240900,1,2242400,20,2239200,364
34212.46171,3,16943725,100,2239200,1,2242400,20,2239200,264
34212.48796,1,17097634,100,2240900,1,2242400,20,2240900,100
34212.53005,1,17099230,87,2240900,1,2242400,20,2240900,187
34212.5771,3,17097634,100,2240900,1,2242400,20,2240900,87
34212.67796,3,17099230,87,2240900,1,2242400,20,2239200,177
34212.67796,1,17103292,87,2239300,1,2242400,20,2239300,87
34213.1868,1,17118179,100,2240900,1,2242400,20,2240900,100
34213.22785,1,17119109,87,2240900,1,2242400,20,2240900,187
34213.32426,1,17121862,100,2240900,1,2242400,20,2240900,287
34215.15212,1,17169116,100,2240900,1,2242400,20,2240900,387
34215.18045,1,17170140,100,2240900,1,2242400,20,2240900,487
34215.77822,4,11561639,20,2242400,-1,2242500,100,2240900,487
34215.77822,4,14665565,80,2242500,-1,2242500,20,2240900,487
34217.85283,4,14665565,20,2242500,-1,2242900,500,2240900,487
34217.88766,5,0,220,2242700,-1,2242900,500,2240900,487
34219.12771,4,17209080,10,2242900,-1,2242900,490,2240900,487
34219.37665,4,17209080,200,2242900,-1,2242900,290,2240900,487
34219.51685,4,17209080,200,2242900,-1,2242900,90,2240900,487
34219.5171,1,17329820,100,2242900,-1,2242900,190,2240900,487
34219.52994,5,0,80,2242800,-1,2242900,190,2240900,487
34220.23316,1,17358208,77,2240900,1,2242900,190,2240900,564
34220.30313,3,17329820,100,2242900,-1,2242900,90,2240900,564
34220.30313,3,17209080,90,2242900,-1,2243000,500,2240900,564
34220.32146,3,17121862,100,2240900,1,2243000,500,2240900,464
34220.53411,1,17365824,1,2243000,-1,2243000,501,2240900,464
34221.5968,4,3579342,100,2243000,-1,2243000,401,2240900,464
34222.16529,4,3579342,100,2243000,-1,2243000,301,2240900,464
34223.27963,4,3579342,100,2243000,-1,2243000,201,2240900,464
34223.28024,4,3579342,80,2243000,-1,2243000,121,2240900,464
34223.28054,4,3579342,100,2243000,-1,2243000,21,2240900,464
34223.28064,4,3579342,20,2243000,-1,2243000,1,2240900,464
34223.28064,4,17365824,1,2243000,-1,2244500,100,2240900,464
34223.36746,4,16451084,100,2244500,-1,2244900,100,2240900,464
34223.36771,1,17454308,100,2244500,-1,2244500,100,2240900,464
34226.01871,1,17523948,100,2244500,-1,2244500,200,2240900,464
34226.0254,1,17524292,100,2240900,1,2244500,200,2240900,564
34226.02753,3,17524292,100,2240900,1,2244500,200,2240900,464
34227.23865,1,17556978,100,2244500,-1,2244500,300,2240900,464
34228.0066,3,17523948,100,2244500,-1,2244500,200,2240900,464
34228.06836,5,0,93,2244400,-1,2244500,200,2240900,464
34228.39788,5,0,25,2244400,-1,2244500,200,2240900,464
34228.60901,3,17556978,100,2244500,-1,2244500,100,2240900,464
34228.61104,1,17654389,100,2244500,-1,2244500,200,2240900,464
34228.61156,3,17118179,100,2240900,1,2244500,200,2240900,364
34228.61314,1,17654460,100,2240900,1,2244500,200,2240900,464
34228.61402,3,17654460,100,2240900,1,2244500,200,2240900,364
34229.06498,1,17669020,100,2240900,1,2244500,200,2240900,464
34229.06721,3,17669020,100,2240900,1,2244500,200,2240900,364
34229.32431,3,17358208,77,2240900,1,2244500,200,2240900,287
34229.34364,1,17678897,77,2241000,1,2244500,200,2241000,77
34229.34512,1,17678938,100,2241000,1,2244500,200,2241000,177
34229.35054,3,17678938,100,2241000,1,2244500,200,2241000,77
34229.35625,1,17679258,100,2241000,1,2244500,200,2241000,177
34229.85305,1,17693590,87,2241000,1,2244500,200,2241000,264
34229.93141,1,17695622,100,2241100,1,2244500,200,2241100,100
34229.93295,1,17695670,100,2241100,1,2244500,200,2241100,200
34230.01376,1,17700167,87,2241100,1,2244500,200,2241100,287
34230.47807,1,17720413,100,2241100,1,2244500,200,2241100,387
34230.68975,5,0,100,2241800,1,2244500,200,2241100,387
34232.51386,5,0,200,2241400,1,2244500,200,2241100,387
34232.51386,5,0,100,2241300,1,2244500,200,2241100,387
34232.5202,3,17695670,100,2241100,1,2244500,200,2241100,287
34232.52181,1,17791392,100,2241500,1,2244500,200,2241500,100
34232.57369,1,17794177,100,2242900,1,2244500,200,2242900,100
34232.57382,4,17794177,100,2242900,1,2244500,200,2241500,100
34232.57476,3,17791392,100,2241500,1,2244500,200,2241100,287
34232.6553,3,17720413,100,2241100,1,2244500,200,2241100,187
34232.67215,1,17796697,100,2241500,1,2244500,200,2241500,100
34232.93573,1,17802947,87,2241500,1,2244500,200,2241500,187
